text,author
"Отчего вы, например, за мной не ухаживаете?.",Chekhov
Чш!..,Gogol
"Как холодно, у меня руки закоченели.",Chekhov
Выносят ли они разлуку?.,Chekhov
С самого утра меня стала мучить какая-то удивительная тоска.,Dostoevsky
"Возвращалась она домой каждый день под утро и ложилась в гостиной на полу, и потом рассказывала всем трогательно, как она спит под цветами.",Chekhov
"Затем явились Варя и Птицын, тоже павловские дачники.",Dostoevsky
— Он убьет его!,Chekhov
144).,Tolstoy
"Ударив острыми шпорами коня, во весь дух полетел он за казаками, не глядя назад, не видя, что позади только всего двадцать человек поспевало за ним; а казаки летели во всю прыть на конях и прямо поворотили к лесу.",Gogol
77.    .,Tolstoy
"Горе, светившееся теперь в глубине этих черных глаз, было только началом того страшного несчастья, которое, как внезапно налетевший поезд, стерло с лица земли эту девушку… Что цветки перед теми ягодками, которые уже созревали для того, чтобы влить страшную отраву в ее хрупкое тело и тоскующую душу!.",Chekhov
"Дядя вздрогнул, как будто его ужалили, и робко взглянул на генеральшу..      Уж я, право, не знаю,   отвечал он нерешительно, с каким-то странным смущением.",Dostoevsky
"Но это лишь бессердечные и геморроидальные люди, которые сами же и немедленно несут за то наказанье, удивляясь потом, отчего оно их постигло?",Dostoevsky
"Слушали мы, слушали, и вдруг всех нас осенила одна и та же мысль..    — А хорошо бы их поженить, — тихо сказала мне директорша..    Мы все почему-то вспомнили, что наш Беликов не женат, и нам теперь казалось странным, что мы до сих пор как-то не замечали, совершенно упускали из виду такую важную подробность в его жизни.",Chekhov
"Ну, а потом?",Tolstoy
— С удовольствием… я люблю-с….,Chekhov
Не слушают.,Chekhov
"В лесу послышались гиканье, слова: ""иай гяур!",Tolstoy
"Хочу подслушивать и подслушиваю, ничего тут нет дурного.",Dostoevsky
"Пусть себе идет, куда хочет.. — О, Боже ж мой, Боже мой!",Gogol
«Врешь!».,Gogol
"Я тебя, пульпультик, потому не будила, что мне жаль тебя стало: ты ничего не спал…   Последние слова сказала она чрезвычайно томным и умоляющим голосам..    Чертокуцкий, вытаращив глаза, минуту лежал на постеле как громом пораженный.",Gogol
"Я воротился к  дивану  и.   стал было подслушивать, но всего не мог разобрать, слышал только, что  часто.",Dostoevsky
"отвершками на  другую сторону,  и  тут,  на припоре солнца,  сразу напали на.",Tolstoy
"– Отложить и никого не принимать, – сказал он на вопрос швейцара, с некоторым удовольствием, служившим признаком его хорошего расположения духа, ударяя на слове «не принимать».. .",Tolstoy
Чтобы духу твоего здесь не было!,Chekhov
Ветер дул в затылок; но сквозь метущий снег ничего не было видно.,Gogol
"Думал ли я в этот тихий, полный покоя майский вечер, что она впоследствии будет героиней моего беспокойного романа?.",Chekhov
"А надо, чтоб были такие же.",Tolstoy
"– А мне надо, я обещал.",Tolstoy
rit… и вдруг этого-то человека - везут в сумасшедший дом?.,Dostoevsky
"О, призрачная надежда людская!",Chekhov
"– остроумия самого тонкого, самого сообщительного, и это в каждом, решительно в каждом из них!",Dostoevsky
"Ложится спать эта девушка в половине двенадцатого ночи, а наутро хозяйка будит ее колокольчиком ровно в пять часов.",Dostoevsky
"Дыбом стал бы ныне волос от тех страшных знаков свирепства полудикого века, которые пронесли везде запорожцы.",Gogol
"Проходил мимо директорской квартиры, но никого не было видно.",Gogol
– кричал скакавший навстречу фельдъегерь с усами в аршин.,Gogol
"Я, можете себе представить, в первую минуту не узнал вас.",Tolstoy
"Может быть, долго еще бы рассуждал кузнец, если бы лакей с галунами не толкнул его под руку и не напомнил, чтобы он не отставал от других.",Gogol
Оттуда уже слышался голос Юлиана Мастаковича.,Dostoevsky
"Радость захватывает у него дыхание, бегает мурашками по телу, дрожит в пальцах.. — Привел господь повидаться!",Chekhov
Стрелкова была ленива и не любила возиться с туалетом.,Chekhov
"– Вы, конечно, и не знаете, какую глубокую вещь удалось вам сказать, господин веселый человек.",Dostoevsky
"— Впрочем, судя по дрожи вашего голоса и по вашей бледности, трудно допустить, что вы шутите.",Chekhov
"Еще был у нас один рассказчик; но тот (нечего бы к ночи и вспоминать о нем) такие выкапывал страшные истории, что волосы ходили по голове.",Gogol
"На его совести лежала масса таких грехов, за которые пошло на костер и умерло на пытке много католиков.",Chekhov
"Это был им купленный портрет, о котором он позабыл вовсе.",Gogol
"(Ходит по сцене молча, потом останавливается.)",Chekhov
Будем говорить серьезно.,Chekhov
— А. Ч.. **.,Chekhov
"А я никакой совершенно не ощутила робости; я видела в нем образованного, светского, высшего тона человека, а о чинах его мне и нужды нет.",Gogol
"Он только ахал и охал, говорил ей о благочестии, о.   долготерпении и милосердии, крестил себе рот и засыпал тревожно и с дрожью,.",Dostoevsky
"Великодушнейший человек, право, уверяю вас!.",Dostoevsky
"Увидав хозяина, Василий-работник пошел к телеге, а Мишка принялся рассевать.",Tolstoy
Провозглашение.,Tolstoy
"Сначала никто не мог дать верного отчета, как случилось, что войска прошли в город.",Gogol
— отвечал он равнодушно.,Gogol
"– проговорил он еще резче и раздражительнее..      – Не беспокойтесь, мы вас уведомим, – как-то начальственно даже ответил Николай Парфенович.",Dostoevsky
Сделаете ли вы мне  честь  поверить  вполне  моей.,Dostoevsky
"Иван Петрович был в довольно хорошем расположении духа, но эти услужливость и выражение уважения от священника, служившего обедню, опять расстроили его; тонкие, изогнутые, бритые губы его изогнулись еще больше, и добрые глаза засветились насмешкой.",Tolstoy
"На просьбу о позволении выстрелить отвечала самым полным согласием, не понимая, впрочем, о чем ее спрашивают.",Dostoevsky
"– О чем вы говорите, Иван Федорович?",Gogol
"Такой славный барабан, этак все будет: туррр… ру… тра-та-та, та-та-та… Прощай, душенька!",Gogol
"также Божий человек, и разговоришься с ним, как с своим; а как дойдет до того, чтобы поведать сердечное слово, — видишь: нет!",Gogol
"Жду, как манны, сладких слов ваших.. Костанжогло смутился.. – Чему же, однако?..",Gogol
"Я и ответ вам дам положительный..    Было уже поздно, и Нехлюдов поехал домой, то есть к тетушке..   .",Tolstoy
"То и осмелюсь вам доложить, что напрасно старуха вас трудила.",Tolstoy
"И вдруг в это время, совершенно неожиданно, одна из ближайших его родственниц, чрезвычайно ветхая старуха, проживавшая постоянно в Париже и от которой он никаким образом не мог ожидать наследства, – умерла, похоронив, ровно за месяц до своей смерти, своего законного наследника.",Dostoevsky
"Сидя в углу покойной коляски, чуть покачивавшейся своими упругими рессорами на быстром ходу серых, Анна, при несмолкаемом грохоте колес и быстро сменяющихся впечатлениях на чистом воздухе, вновь перебирая события последних дней, увидала свое положение совсем иным, чем каким оно казалось ей дома.",Tolstoy
"лошади уже  становился чуть заметен в  тех  местах,  где  снег был неглубок,.",Tolstoy
"всегда кончали тем, что с успехом примыкали впоследствии  к  нашему  высшему.",Dostoevsky
"Даже страх чувствовал итальянец, читая их, думая, что завтра же вспыхнет революция, как будто в чаду выходил из литературного кабинета, и только один Париж с своими улицами мог выветрить в одну минуту из головы весь этот груз.",Gogol
"И она и муж ее тоже начали, с первого слова и смеясь, вопросом о процессе.. Клавдия Петровна была дама лет тридцати семи, полная и еще красивая брюнетка, с свежим и румяным лицом.",Dostoevsky
"Но действительно Федор Павлович всю жизнь свою любил представляться, вдруг проиграть пред вами какую-нибудь неожиданную роль, и, главное, безо всякой иногда надобности, даже в прямой ущерб себе, как в настоящем, например, случае.",Dostoevsky
"Камышев сделал то же самое.. — Я убил, — продолжал Камышев, — вы поймали секрет за хвост, — и ваше счастье.",Chekhov
"Аминь»..      В том состоянии раскрытости душевной, в котором находилась Наташа, эта молитва сильно подействовала на нее.",Tolstoy
"Она молча пристально смотрела на него, стоя посреди комнаты.",Tolstoy
"Все ждали своего счастия, не осмеливаясь заговорить сами.",Dostoevsky
"Разрешение вопроса о свободе и необходимости для истории — перед другими отраслями знания, в которых разрешался этот вопрос, — имеет то преимущество, что для истории вопрос этот относится не к самой сущности воли человека, а к представлению о проявлении этой воли в прошедшем и в известных условиях..       История по разрешению этого вопроса становится к другим наукам в положение науки опытной к наукам умозрительным..       История своим предметом имеет не самую волю человека, а наше представление о ней..       И потому для истории не существует, как для богословия, этики и философии, неразрешимой тайны о соединении двух противоречии свободы и необходимости.",Tolstoy
"Надо быть мужчиной, в ваши годы надо понимать тех, кто любит.",Chekhov
"Не ново и… вообще странная манера.. Лаевский знал, что его не любит фон Корен, и потому боялся его и в его присутствии чувствовал себя так, как будто всем было тесно и за спиной стоял кто-то.",Chekhov
"Да, сказал сколько-то много,   нехотя отвечал мужик, не ожидавший такого вопроса..      Ну, а сколько сказал, сколько именно?.",Dostoevsky
"Другие так спорят, просят, торгуются, чтоб больше дали; эта нет, что дадут… Мне кажется, я всё путаюсь… Да; меня прежде всего поразили ее вещи: серебряные позолоченные сережечки, дрянненький медальончик — вещи в двугривенный.",Dostoevsky
"— Есть еще, батько, порох в пороховницах; не ослабела еще казацкая сила; еще не гнутся казаки!.",Gogol
"Пьер имел вид человека, занятого какими-то соображениями, вовсе не касающимися до предстоящего дела.",Tolstoy
"Падший ангел изменил богу, вероятно, потому, что захотел одиночества, которого не знают ангелы.",Chekhov
"Ей нужно поговорить про своего Лукашу, которого она только собрала в казаки и которого она хочет женить на Марьяне, хорунжевой дочери.. .",Tolstoy
"Мордаш – порода собак, малорослых и большеголовых.. .",Gogol
"Из них восемь тысяч ты ему отдашь, то есть не ему, а мне.",Dostoevsky
"отходя, то по окончании и прибавь: ""Помилуй, господи Иисусе, и всех тех,  за.",Dostoevsky
Алеша!,Dostoevsky
"Каштанка разлеглась на матрасике и закрыла глаза; с улицы послышался лай, и она хотела ответить на него, но вдруг неожиданно ею овладела грусть.",Chekhov
"Вся деревня была вразброску: постройки, перестройки, кучи извести, кирпичу и бревен по всем улицам.",Gogol
"– Сущая безделица, Хавронья Никифоровна; батюшка всего получил за весь пост мешков пятнадцать ярового, проса мешка четыре, книшей с сотню, а кур, если сосчитать, то не будет и пятидесяти штук, яйца же большею частию протухлые.",Gogol
"– И голова влез туда же, – говорил про себя Чуб в недоумении, меряя его с головы до ног, – вишь как!..",Gogol
"Конечно, если ученику сделает такую рожу, то оно еще ничего: может быть, оно там и нужно так, об этом я не могу судить; но вы посудите сами, если он сделает это посетителю, — это может быть очень худо: господин ревизор или другой кто может принять это на свой счет.",Gogol
"Сам же и сказал тебе, что может другую любить, а от тебя потребовал теперь такой жертвы?.",Dostoevsky
— Только-то?,Chekhov
Покраснели?,Chekhov
(После небольшого молчания.),Gogol
"Садитесь и пейте просто..     – Кириллов, мы вместе лежали в Америке… Ко мне пришла жена… Я… Давайте чаю… Надо самовар..     – Если жена, то надо самовар.",Dostoevsky
Вот задача-то!».,Chekhov
"– Помилуйте, да вы сами говорили всем, что прокутили тогда ровно три тысячи..      – Правда, говорил, всему городу говорил, и весь город говорил, и все так считали, и здесь, в Мокром, так же все считали, что три тысячи.",Dostoevsky
"Парень сделал такое жалостное лицо, как будто собрался просить милостыню, заморгал и сказал:.",Chekhov
Я тебя буду ждать о полночи в Медвежьем овраге».,Gogol
218.    .,Tolstoy
"«Как же я рада, что вы… Я слышу, кто-то подъехал, да думаю себе, кто бы мог так рано.",Gogol
А меня только женили.,Tolstoy
"Главное — смелость, а у тебя она есть, и ты мне еще не раз будешь возить деньги в Париж.",Dostoevsky
"Отец Паисий сказал ей, что греха тут нет и что в правом деле и царя не грех просить, и отпустил ее.",Tolstoy
"Ей надо было самой страдать и любить, и это она делала..      Зимою в Лысые Горы приезжал князь Андрей, был весел, кроток и нежен, каким его давно не видала княжна Марья.",Tolstoy
"– Засим он повесил голову так, как будто сам раскаивался в этом деле, и прибавил: – Вот и седой человек, а до сих пор не набрался ума.. – Но позвольте, Павел Иванович, – сказал председатель, – как же вы покупаете крестьян без земли?",Gogol
"Ленивою рукой обтирал он катившийся градом пот со смуглого лица и даже капавший с длинных усов, напудренных тем неумолимым парикмахером, который без зову является и к красавице и к уроду и насильно пудрит несколько тысяч уже лет весь род человеческий.",Gogol
"Слабое место состояло в том, что Андрей Антонович дал маху с самого начала, а именно сообщил ему свой роман.",Dostoevsky
"Больше я к вам не приду, просить будете на коленях, не приду.",Dostoevsky
"- великодушный, он успокоит сердце вашей матери, которую любит больше  всего.",Dostoevsky
"Через несколько минут дверь отворилась, и загорелая молодая рука в розовом рукаве высунулась с стаканом из двери.",Tolstoy
"Да ведь если б я участвовал в заговоре, – вы хоть это поймите!",Dostoevsky
"– закричал, как безумный, грешник.",Gogol
"Она разбудила Софью, и обе пошли под навес доить коров.",Chekhov
"Нам толкуют о правах войны, о рыцарстве, о парламентерстве, щадить несчастных и так далее.",Tolstoy
Je ne demande pas davantage.,Tolstoy
"стоя на пороге, еще раз прокричала в исступлении Стебелькову:.",Dostoevsky
"Тотчас же зашел разговор о музыке, и он предложил свои.",Tolstoy
Вавила остановил лошадь и тогда уж ответил:.,Chekhov
"Одну, скажут, почитай что с голоду заморили, так и моей то же будет.",Tolstoy
дешево.,Dostoevsky
"Может, никаких пенатов и не было; и за что их любить-то?",Dostoevsky
"– Мне все что-то будто на ухо шепчет, что вперед нам не видаться так часто.",Gogol
— Во имя того же человеколюбия я прошу вас не увозить меня.,Chekhov
— Я бы умер от счастия»..      Государь обратился и к офицерам:.,Tolstoy
"М., «Просвещение», 1967, с.",Tolstoy
Осип.,Gogol
Долго плакала дьячиха.,Chekhov
"Почему казалось мужчинам, что в них заключалось скверное и нехорошее, сию минуту узнаем: в губернию назначен был новый генерал-губернатор – событие, как известно, приводящее чиновников в тревожное состояние: пойдут переборки, распеканья, взбутетениванья и всякие должностные похлебки, которыми угощает начальник своих подчиненных.",Gogol
"– Это возможно..      – До свидания, птенцы, ухожу со спокойным сердцем.",Dostoevsky
– Я вас воображаю на бале в лиловом.. .,Tolstoy
– Так должно было быть!,Tolstoy
и не выговоришь!.,Chekhov
"Старушка плакала, меня слушая.",Dostoevsky
"– «Ну, брат, Илья Парамоныч, приходи ко мне поглядеть рысака: в обгон с твоим пойдет, да и своего заложи в беговые; попробуем».",Gogol
На этот раз она не была одета в красное.,Chekhov
"Никакой подписи тоже не было: ни имени, ни фамилии, ни даже месяца и числа.",Gogol
"Какая бы великолепная заря ни освещала вашу жизнь, все же в конце концов вас заколотят в гроб и бросят в яму.. – А бессмертие?.",Chekhov
"была как у самых ""порядочных людей"": высокие, большие,  светлые  комнаты  (я.   видел две, остальные были притворены) и мебель - опять-таки хоть  и  не  бог.",Dostoevsky
"Княжна повернулась к ней и, стараясь затушить поднявшееся в ее душе враждебное чувство к этой девушке, поцеловала ее.",Tolstoy
"Кавелин утверждал, что «непосредственной связи между психическими и материальными явлениями мы не знаем».",Tolstoy
"А если бы знала бедная матушка, что они со мною сделали!",Dostoevsky
"Пусть не извиняется, но только предупреди его, что если случится впредь еще раз что-либо подобное, то я уж кипятиться не стану, а приму меры.. — Стало быть, мир, Сережа?",Chekhov
"Длинноногий голубой жеребенок выскочил из ворот, но, испугавшись Нехлюдова, нажался на телегу и, обивая ноги о колеса, проскочил вперед вывозившей из ворот тяжелый воз, беспокоившейся и слегка заржавшей матки.",Tolstoy
пришло мне в голову.,Tolstoy
Но сдержанная досада за малодушие сына выразилась в отношениях отца с дочерью.,Tolstoy
"Как бы то ни было, но даже тогда, когда бричка моя подъезжала к крыльцу этого домика, душа принимала удивительно приятное и спокойное состояние; лошади весело подкатывали под крыльцо, кучер преспокойно слезал с козел и набивал трубку, как будто бы он приезжал в собственный дом свой; самый лай, который поднимали флегматические барбосы, бровки и жучки, был приятен моим ушам.",Gogol
Может быть… Мамы так мамы.,Chekhov
"и занят, но вы сделаете мне удовольствие.",Dostoevsky
"- Не лазяй, говорят, - проговорил Ергушов, подсыпая порох на полку ружья.",Tolstoy
"Может быть, он уже и кается перед смертным часом, только не такие грехи его, чтобы бог простил ему.",Gogol
"Начиналось последнее действие драмы, и двое из действующих лиц ехали, чтобы увидеть раздирающую душу картину.. — Ну, как вы думаете, что нас ждет?",Chekhov
Он добрый человек.. — Как хотите.. — А много зайцев едет?.,Chekhov
"подарить, что ли, он хотел ей эти мертвые души?",Gogol
"Кажется, одно общее ощущение всех присяжных заседателей в целом мире, а наших в особенности (кроме прочих, разумеется, ощущений), должно быть ощущение власти, или, лучше сказать, самовластия.",Dostoevsky
Поди сюда!.,Chekhov
Встань!,Chekhov
Отрывок.,Gogol
"— Ты хорошая, добрая, и ты не глупая, ты поймешь….",Chekhov
"Значит, еще можешь заниматься!",Chekhov
"раздался позади нас отчаянный вопль,   стой, разбойник!",Dostoevsky
"Эй, кто там?",Gogol
"«Да стоит ли наконец этого само вознаграждение!» – промелькнуло в это мгновение в голове Гани.. В эту самую минуту происходило то, что снилось ему в эти два месяца только по ночам, в виде кошмара, и леденило его ужасом, сжигало стыдом: произошла наконец семейная встреча его родителя с Настасьей Филипповной.",Dostoevsky
"Пошел посмотреть коней – ни своего, ни запорожского!",Gogol
сюда иди.,Tolstoy
"Бог свидетель, я отрекаюсь от него, отрекаюсь от отца!",Gogol
"Работники, очевидно, были семейные: двое были молодые, в ситцевых рубахах и картузах, другие двое были наемные, в посконных рубахах, – один старик, другой молодой малый.",Tolstoy
"Торговки, сидевшие на базаре, всегда закрывали руками своими пироги, бублики, семечки из тыкв, как орлицы детей своих, если только видели проходившего бурсака.",Gogol
Аким Петрович тотчас же и усерднейше ему подливал.,Dostoevsky
Семь человек.,Dostoevsky
"— Ну, что у вас?",Dostoevsky
Вот мы так и сделали.,Dostoevsky
Так уж воля Божия положила.,Gogol
"— Одному только богу ведома чужая душа, но мне кажется, что ей не из чего беспокоиться.",Chekhov
"В комнатах было душно, а на улицах вихрем носилась пыль, срывало шляпы.",Chekhov
"– О, в высшей степени всякая всячина!",Dostoevsky
"Браво, браво!",Chekhov
"Только ты не болей, нет.",Dostoevsky
"И долго, до самых сумерек, рассказывала она о своей прежней жизни там; мы ее не прерывали.",Dostoevsky
Она зашаталась и упала на скамью.,Chekhov
"Он не ел целый день, не спал две ночи, провел несколько часов раздетый на морозе и чувствовал себя не только свежим и здоровым как никогда, но он чувствовал себя совершенно независимым от тела: он двигался без усилия мышц и чувствовал, что все может сделать.",Tolstoy
С бородой?.,Chekhov
"2-го сентября более десяти тысяч людей оставалось в Москве, и, кроме толпы, собравшейся на дворе главнокомандующего и привлеченной им самим, — ничего не было.",Tolstoy
Отсталых и больных было только двести семнадцать человек.,Tolstoy
"— Мы, народ… Климовские мужики, то есть.. — Послушай, братец, не прикидывайся ты мне идиотом, а говори толком.",Chekhov
"Получал ли Нехлюдов неприятное письмо от матери, или не ладилось его сочинение, или чувствовал юношескую беспричинную грусть, стоило только вспомнить о том, что есть Катюша и он увидит ее, и все это рассеивалось.",Tolstoy
писать загадками.,Dostoevsky
"Верь мне, верь….",Chekhov
Точно вы мне сынок… Человек вы золотой!,Chekhov
Урок из географии..        .,Tolstoy
"27, строка 13..     Вместо: и, повернувшись – в I и II изд.",Tolstoy
Перед порогами иных только хат запоздалая семья совершает свой поздний ужин.,Gogol
"Теперь-с, при уничтожении крепостного права, у нас отняли власть, и хозяйство наше, то, где оно поднято на высокий уровень, должно опуститься к самому дикому, первобытному состоянию.",Tolstoy
— У… убьешь!.,Chekhov
"Надоело с вами возиться, со скотами… Денег вы им не платите, возня с вами, да и отчетность своими смертями портите — стало быть, скоты!",Chekhov
"Оно, дескать, самоубийца ты этакой, совсем не того… Вот, однако развращенный ты человек, вот оно как теперь делается!… Ну, куда я денусь теперь?",Dostoevsky
"Теперь этот он, настоящий русский князь, явился.",Tolstoy
"Ты посмотри, как уютно и ласково глядит этот лесок!",Chekhov
До свиданция.,Chekhov
– Да ведь они по ревизской сказке числятся?,Gogol
"Человек, который знающий свое дело… который и сам сыт, и лошадь сыта, завсегда покоен…».",Chekhov
"Он говорит: зачем взаправду жить, лучше мечтать.",Dostoevsky
"Ну, едешь или нет?.",Dostoevsky
"Черт бы всех побрал… подрал… Думают, что я доктор, умею лечить всякие болезни, а я не знаю решительно ничего, все позабыл, что знал, ничего не помню, решительно ничего..       Ольга и Наташа, незаметно для него, уходят..       Черт бы побрал.",Chekhov
"Нигде ни бумажки, ни перышка, ни соринки.",Gogol
"Но, несмотря на то, что я не ревновал, я все-таки был ненатурален с ним и с нею и во время обеда и первую половину вечера, пока не началась музыка.",Tolstoy
"«Не любит она меня, – думал про себя, повеся голову, кузнец.",Gogol
"За стишки и в школах теперь ребятишек секут… вот оно что, родная моя..    Что это вы пишете мне, Варвара Алексеевна, про удобства, про покой и про разные разности?",Dostoevsky
Ей-богу!,Gogol
"– О да, я не хотела вам мешать, – нежно глядя на него, сказала Лидия Ивановна, – садитесь с нами.. .",Tolstoy
Так ли я говорил?,Gogol
"Весь день был тихий, морозный, с падающим легким, редким снегом; к вечеру стало выясняться.",Tolstoy
"[272] Я вас с чрезвычайною радостью довезу; вон они хотят, я уже нанял… Я кого же из вас нанял?",Dostoevsky
"Конечно, можно запрятаться к себе в кабинет и не дать ни одного бала, да ведь этим что ж?",Gogol
Но она не оглянулась.. .,Tolstoy
"Обоз шел тихо; то солдаты остановятся, то в обозе колесо у кого соскочит, или лошадь станет, и все стоят — дожидаются.. Солнце уже и за полдни перешло, а обоз только половину дороги прошел.",Tolstoy
истинно фантасмагорическое лицо!,Dostoevsky
"Нечего сказать, чудная пропорция!.",Gogol
Жиды вышли на улицу.. Тарас запер дверь и смотрел в маленькое окошко на этот грязный жидовский проспект.,Gogol
"Кроме того, окончив о месте, она распорядилась и о певчих.",Tolstoy
"Что речь прокурора была красноречива и гуманна, в этом не могло быть сомнения, равно как и в том, что она была и в высшей степени либеральна, и вообще эти господа ужасно хвалят друг друга, а присяжные это слушают.",Dostoevsky
"В трактире он сошелся с таким же, как он, еще прежде лишившимся места и сильно пившим слесарем, и они вдвоем ночью, пьяные, сломали замок и взяли откуда первое, что попалось.",Tolstoy
"Теперь же, на вечере, так сказать, жизни своей, ищу уголка, где бы провесть остаток дней.",Gogol
"По дороге дальше к Москве, несмотря на то, что положение княжны было не радостно, Дуняша, ехавшая с ней в карете, не раз замечала, что княжна, высунувшись в окно кареты, чему-то радостно и грустно улыбалась..      «Ну что же, ежели бы я и полюбила его?» — думала княжна Марья..      Как ни стыдно ей было признаться себе, что она первая полюбила человека, который, может быть, никогда не полюбит ее, она утешала себя мыслью, что никто никогда не узнает этого и что она не будет виновата, ежели будет до конца жизни, никому не говоря о том, любить того, которого она любила в первый и в последний раз..      Иногда она вспоминала его взгляды, его участие, его слова, и ей казалось счастье не невозможным.",Tolstoy
Вот вздор какой!,Gogol
"Не то она сделала,  что надо было.",Tolstoy
Гости усаживаются.. Аммос Федорович.,Gogol
"Дьячок Савелий Гыкин лежал у себя в церковной сторожке на громадной постели и не спал, хотя всегда имел обыкновение засыпать в одно время с курами.",Chekhov
Глава V. Правила.,Tolstoy
"Обе партии до того любили музыку, что капельдинеры наконец решительно стали опасаться какого-нибудь очень решительного проявления любви ко всему прекрасному и высокому, совмещавшемуся в двух примадоннах.",Dostoevsky
"И вот так и случилось… То есть, если он убил теперь не меня, а только отца своего, то, наверное, потому, что тут видимый перст Божий, меня охранявший, да и сверх того, сам он постыдился убить, потому что я ему сама, здесь, на этом месте, надела на шею образок с мощей Варвары-великомученицы… И как же я была близка в ту минуту от смерти, я ведь совсем подошла к нему, вплоть, и он всю свою шею мне вытянул!",Dostoevsky
"Хочется ей лаять, да лень.",Chekhov
Вам смешно!,Tolstoy
"чувств да была же наверно..        С неудержимым отвращением и с неудержимым намерением  все  загладить  я.   вдруг  вскочил  с  дивана;  но  только  что  я  вскочил,   мигом   выскочила.",Dostoevsky
Обществом издавалась газета «Друг народа» («Volksfreund»).,Tolstoy
"Моя дорогая, моя хорошая, не волнуйтесь так!..",Chekhov
"Об исходе каждого совершающегося события всегда бывает так много предположений, что, чем бы оно ни кончилось, всегда найдутся люди, которые скажут: «Я тогда еще сказал, что это так будет», забывая совсем, что в числе бесчисленных предположений были делаемы и совершенно противоположные..      Предположения о сознании Наполеоном опасности растяжения линии и со стороны русских — о завлечении неприятеля в глубь России — принадлежат, очевидно, к этому разряду, и историки только с большой натяжкой могут приписывать такие соображения Наполеону и его маршалам и такие планы русским военачальникам.",Tolstoy
"По мере того как приближалось время к выпуску, сердце у него билось.",Gogol
"На мгновение в глазах Филиппа вспыхнул огонек..    ""А черт тебя разберет, что тебе нужно,   вероятно, внутренне проговорил он"",   подумал Нехлюдов, наблюдая всю эту игру.",Tolstoy
