text,author
"Один только казак, Максим Голодуха, вырвался дорогою из татарских рук, заколол мирзу, отвязал у него мешок с цехинами и на татарском коне, в татарской одежде полтора дня и две ночи уходил от погони, загнал насмерть коня, пересел на другого, загнал и того, и уже на третьем приехал в запорожский табор, разведав на дороге, что запорожцы были под Дубном.",Gogol
"Эти, напротив того, косились и пятились от дам и посматривали только по сторонам, не расставлял ли где губернаторский слуга зеленого стола для виста.",Gogol
Где Прохоров?,Gogol
Гальбик – карточная игра.. .,Gogol
"Анисим, в черном сюртуке, с красным шнурком вместо галстука, задумался, глядя в одну точку, и когда певчие громко вскрикивали, быстро крестился.",Chekhov
"Вдруг одно из ядер так низко засвистело над толпой, что все нагнулись.",Tolstoy
Да и говорил тоже.,Dostoevsky
На дворе Нехлюдов встретил молодого офицера с торчащими нафабренными усами и спросил его о помощнике смотрителя.,Tolstoy
"– Все равно… Все равно, что фрак, что мундир, что этот халат…».",Chekhov
"В тягости я, Степушка... Детки скоро будут... Не бросай нас, бог накажет!",Chekhov
А вы разве не слышали?,Gogol
В одной части губернии оказался голод.,Gogol
"Со степи понеслось звонкое ржание жеребенка; красные полосы ясно сверкнули на небе.. Бульба вдруг проснулся и вскочил; он очень хорошо помнил все, что приказывал вчера.. — Ну, хлопцы, полно спать!",Gogol
"Фома поверил не потому, что увидел воскресшего Христа, а потому, что еще прежде желал поверить.",Dostoevsky
ИЗ КАВКАЗСКИХ ВОСПОМИНАНИЙ.. РАЗЖАЛОВАННЫЙ.. (1853-1856).,Tolstoy
"– Во-первых, это вовсе невозможно, – беспокойно заворочался Вельчанинов.. – Это только мое чрезмерное желание и не более-с, – продолжал тот умолять, – я не скрою тоже, что есть тут и причина-с.",Dostoevsky
И Лида точно так же презирала во мне чужого.,Chekhov
"Николай Львович, не говорите мне о любви..    Тузенбах (не слушая).",Chekhov
"Потеря моста на важной в стратегическом отношении дороге ставила русскую армию в безвыходное положение, так как французы значительно опережали ее в направлении ее движения к г. Цнайму.",Tolstoy
VIII.,Dostoevsky
"Извините, какая чепуха!.",Chekhov
"Оленин приблизился и перекинул ружье за плечи, чтоб освободить руки.",Tolstoy
"— Бить ее, что ли?.",Chekhov
"«Смотри, Петро, ты поспел как раз в пору: завтра Ивана Купала.",Gogol
"Он не раздеваясь лег на кожаный диван перед круглым столом, положил на этот стол свои большие ноги в теплых сапогах и задумался..      – Прикажете чемоданы внести?",Tolstoy
"Идя из залы к себе в кабинет, он поднимал правую ногу выше, чем следует, искал руками дверных косяков, и в это время во всей его фигуре чувствовалось какое-то недоумение, точно он попал в чужую квартиру или же первый раз в жизни напился пьян и теперь с недоумением отдавался своему новому ощущению.",Chekhov
Мы примем-с.,Gogol
– сказала Катенька.. – В перешницу?,Tolstoy
"Человек сидит в трактире, и вам так кажется, будто он чай пьет и больше ничего, а я, чай-то чаем, вижу еще, что в нем совести нет.",Chekhov
"Пфуль был один из тех безнадежно, неизменно, до мученичества самоуверенных людей, которыми только бывают немцы, и именно потому, что только немцы бывают самоуверенными на основании отвлеченной идеи — науки, то есть мнимого знания совершенной истины.",Tolstoy
"Все было видно, и даже можно было заметить, как вихрем пронесся мимо их, сидя в горшке, колдун; как звезды, собравшись в кучу, играли в жмурки; как клубился в стороне облаком целый рой духов; как плясавший при месяце черт снял шапку, увидавши кузнеца, скачущего верхом; как летела возвращавшаяся назад метла, на которой, видно, только что съездила куда нужно ведьма… много еще дряни встречали они.",Gogol
сказал Крыльцов.,Tolstoy
"Кушай, пожалуйста.. Пока в духане происходил богословский разговор, Лаевский ехал домой и вспоминал, как жутко ему было ехать на рассвете, когда дорога, скалы и горы были мокры и темны и неизвестное будущее представлялось страшным, как пропасть, у которой не видно дна, а теперь дождевые капли, висевшие на траве и на камнях, сверкали от солнца, как алмазы, природа радостно улыбалась, и страшное будущее оставалось позади.",Chekhov
"Повесть моя заключает в себе полную и замечательную историю возвышения, славы и торжественного падения Марьи Александровны и всего ее дома в Мордасове: тема достойная и соблазнительная для писателя.",Dostoevsky
"схватили, однако, и стали  судить.",Dostoevsky
"Она бывала как безумная, в ужасном волнении и восторге.",Dostoevsky
"ругал,  он молчал и слушал.",Tolstoy
В маленькой собачке замерло всякое соперничество.,Dostoevsky
"Наконец с великим трудом, уже ввечеру, удалось Ивану Федоровичу распрощаться; и, несмотря на свою сговорчивость и на то, что его насильно оставляли ночевать, он устоял-таки в своем намерении ехать, и уехал.",Gogol
"Они ведь обе только здесь в первый раз проведали об этих здешних историях с Nicolas четыре года назад: «Вы тут были, вы видели, правда ли, что он сумасшедший?» И откуда эта идея вышла, не понимаю.",Dostoevsky
"Первая стояла в стороне и, облокотившись о задок шарабана, неподвижно и молча глядела на ягдташ, сброшенный на землю графом.",Chekhov
"Я видел, как Женя и ее мать, обе в светлых праздничных платьях, прошли из церкви домой и Женя придерживала от ветра шляпу.",Chekhov
Чья бы была это хата?,Gogol
Полчаса никакая даже знаменитость не продержится….,Dostoevsky
Для чего ты мне раньше всего не сказала?,Dostoevsky
"Где ж таки ты видел, где ж таки ты слышал, чтобы добрый человек бегал теперь за женихами?",Gogol
– закричал в испуге дьяк.,Gogol
"- Съезд такой, батюшка, ваше сиятельство, огромный, - говорил коридорный, успевший уже от денщика узнать, что фамилия гусара была граф Турбин, и поэтому величавший его: ""ваше сиятельство"".",Tolstoy
"Звезд так же много, как дома у него, такая же чернота кругом, но чего-то недостает.",Chekhov
ничего не возьмет чрез это... потому....        - Какой грудной ребенок?,Dostoevsky
ходить - Алеша сбегает.,Tolstoy
"II nous faut cent mille hommes a peu pres dans chacun de ces deux pays (1)..    Посланник выразил притворное удивление тому, что это так..      Vous dites la Pologne,   сказал он..      Oh, oui, c'etait un coup de maitre de Maeternich de nous en avoir laisse d'ambarras... (2).",Tolstoy
Артемий Филиппович.,Gogol
Я не бедный.. — Да какой тут грех?,Chekhov
— Страшно.,Chekhov
Да кто же мы?,Tolstoy
Что ж за шутки.,Chekhov
"Ольга быстро сбросила с себя платье и сорочку и стала раздевать свою барыню.. — Сегодня погода не такая жаркая, как вчера, — не правда ли?",Chekhov
"И я тогда захворала, и брат Федя, — у всех горло.",Chekhov
– В Петербурге?,Dostoevsky
43.    .,Tolstoy
ненатуральных для них положениях и в самых не  ихних  положениях  оставаться.,Dostoevsky
"Он измученным, усталым, голосом говорил что-то с Тихоном.",Tolstoy
"Что касается до его наследства и до роли, которую играл в этом князь Василий, то это очень печально для обоих.",Tolstoy
Доктор Андрей Ефимыч Рагин – замечательный человек в своем роде.,Chekhov
"— Ей-богу же, некогда-с… Поминутно нас спрашивают-с… А вот вы извольте здесь еще постоять-с, так если будет что-нибудь относительно вашего дельца-с, так мы вас уведомим-с….",Dostoevsky
На другой день отмяк.,Chekhov
"Не удивляйтесь и не смейтесь, читатель!",Chekhov
"Она повернулась ко мне и - не  выдержала,  положила  мне.",Dostoevsky
"Генерала она давно уже избегала и почти ничего с ним не говорила, по крайней мере о чем-нибудь серьезном.",Dostoevsky
"Ничего он не разобрал, только глаза выкачивал.",Tolstoy
Один только раз Пульхерия Ивановна пожелала обревизировать свои леса.,Gogol
"– Я уверена, вот увидишь..      Предсказание Наташи сбывалось.",Tolstoy
Талант!.,Chekhov
Городничий (бросая коробку).,Gogol
"Положим, они готовятся в дипломаты, а дипломатический язык, известно, французский язык; русский же язык довольно знать лишь и грамматически.",Dostoevsky
Карточек было много.,Chekhov
"И смерть, а я думаю о кишке.",Tolstoy
Эта великолепная сторона Рима как будто бы росла перед ним ежедневно.,Gogol
"Граф то хотел отделить Вере рязанское имение, то хотел продать лес, то занять денег под вексель.",Tolstoy
Больше половины собравшейся на бал публики были из Заречья – владетели тамошних деревянных домов или их обитатели.,Dostoevsky
Пьер участвовал в связыванье квартального с медведем.,Tolstoy
– Прощай!,Gogol
"Веришь ли, что офицеры, сколько их ни было, сорок человек одних офицеров было в городе; как начали мы, братец, пить… Штабс-ротмистр Поцелуев… такой славный!",Gogol
Ты вот... ты вот так врешь!,Chekhov
"Доктор вздрогнул, поглядел на него и вспомнил.... — Послушайте, ведь я уже сказал вам, что мне нельзя ехать!",Chekhov
– По делу.,Dostoevsky
"Половой ухмыльнулся, пожал плечами и отошел.. «Дикари!",Chekhov
"Нос посмотрел на маиора, и брови его несколько нахмурились..    — «Вы ошибаетесь, милостивый государь.",Gogol
"Это испытала на себе, несмотря на привычку к дурному воздуху, пришедшая со двора надзирательница.",Tolstoy
"Бьюсь об заклад, что это было на том месте, когда я про гуся рассказывал.",Dostoevsky
"Наполеону казалось только, что все дело происходило по воле его.",Tolstoy
"Лицо ее еще более побледнело, верхняя губа задрожала и покривилась.... — Сергей Петрович!",Chekhov
"Если бы князь мог быть в эту минуту внимательнее, то он, может быть, догадался бы, что Ивану Федоровичу хочется между прочим что-то и от него выведать, или, лучше сказать, прямо и открыто о чем-то спросить его, но все не удается дотронуться до самой главной точки.",Dostoevsky
"В чистом полi земляночку, .",Gogol
"Под двумя из них видна была беседка с плоским зеленым куполом, деревянными голубыми колоннами и надписью: «Храм уединенного размышления»; пониже пруд, покрытый зеленью, что, впрочем, не в диковинку в аглицких садах русских помещиков.",Gogol
"Когда в лунную ночь видишь широкую сельскую улицу с ее избами, стогами, уснувшими ивами, то на душе становится тихо; в этом своем покое, укрывшись в ночных тенях от трудов, забот и горя, она кротка, печальна, прекрасна, и кажется, что и звезды смотрят на нее ласково и с умилением и что зла уже нет на земле и всё благополучно.",Chekhov
239.    .,Tolstoy
"И, спрашивая о ее слабости, он именно хотел знать, имеет ли она женскую прелесть или нет.. «Неужели я так пал?",Tolstoy
"– Он и есть мой сын..     – Конечно, он Шатов, по закону Шатов, и нечего вам выставляться благодетелем-то рода человеческого.",Dostoevsky
Пятнадцать рублей!,Gogol
— кричала часть.. — Не хотим Кукубенка!,Gogol
"– Я, пожалуй, и очень не прочь прибавить, – улыбаясь продолжал Евгений Павлович, – что всё, что я выслушал от ваших товарищей, господин Терентьев, и всё, что вы изложили сейчас, и с таким несомненным талантом, сводится, по моему мнению, к теории восторжествования права, прежде всего и мимо всего, и даже с исключением всего прочего, и даже, может быть, прежде исследования, в чем и право-то состоит?",Dostoevsky
"У меня тоже об атеизме – но это лишь мечта одного из русских людей нашего времени, сороковых годов, бывших помещиков-прогрессистов, страстных и благородных мечтателей рядом с самою великорусскою широкостью жизни на практике.",Dostoevsky
"– с горьким, горячим упреком произнесла она.",Dostoevsky
"Но к вечеру случилось так, что она должна была идти в комнату рядом с той, которую он занимал.",Tolstoy
"– Нет, я и не думал думать, что ты пошляк.",Dostoevsky
"Боже мой, как он умел обворожить всех своим обращением!",Gogol
"Переждем минутку и воротимся»..      – Да, нельзя, это ужасно, – подтвердил Коля.",Dostoevsky
"Народ опутан цепью великой, и вы не рубите этой цепи, а лишь прибавляете новые звенья – вот вам мое убеждение.. Она подняла на меня глаза и насмешливо улыбнулась, а я продолжал, стараясь уловить свою главную мысль:.",Chekhov
"Коротенькая косынка была слегка накинута на стройной ее шейке; все в ней скромно, все в ней   тайное, неизъяснимое чувство вкуса.",Gogol
"Много прошло уже времени до теперешней минуты, когда я записываю все это прошлое, но до сих пор с такой тяжелой, пронзительной тоской вспоминается мне это бледное, худенькое личико, эти пронзительные долгие взгляды ее черных глаз, когда, бывало, мы оставались вдвоем, и она смотрит на меня с своей постели, смотрит, долго смотрит, как бы вызывая меня угадать, что у ней на уме; но видя, что я не угадываю и все в прежнем недоумении, тихо и как будто про себя улыбнется и вдруг ласково протянет мне свою горячую ручку с худенькими, высохшими пальчиками.",Dostoevsky
"Слушай, Пеппе, я от тебя потребую одной услуги..      Что хочет ессеlenzа?",Gogol
"Он вглядывался, и когда узнавал всё ту же и другую и вспоминал этот запах пробки, смешанный с чувством поцелуя, он полною грудью вдыхал в себя морозный воздух и, глядя на уходящую землю и блестящее небо, он чувствовал себя опять в волшебном царстве..      – Соня, тебе хорошо?",Tolstoy
"Прошу садиться, господа!",Gogol
"- Оно в моем кармане зашито; сама Марья Ивановна зашивала; а здесь, как.",Dostoevsky
"– Полно, Наташа.",Tolstoy
"— Я буду приставать к вам до тех пор, пока вы не станете отвечать мне, — продолжал я.",Chekhov
"Супротив человека ты все равно, что плотник супротив столяра..     Рядом с ним шагал Федюшка в отцовском картузе.",Chekhov
"Жмыхов захохотал, покачнулся и, умилившись, поцеловал взасос Колину щечку.. — Ну, иди, шалун, покажи маме.",Chekhov
"276, строка 27..     Вместо: его,[172] – в I изд.",Tolstoy
"– Он меня тогда ненавидел, потому что сам сделал подлый поступок и пошел за этою тварью… и потому еще, что должен был мне эти три тысячи… О, ему было обидно за эти три тысячи из-за своей же низости!",Dostoevsky
"Ведь совесть у меня чиста; по совести, я убытку ему не принесу, я с процентами возвращу.",Dostoevsky
"Первые впечатления были так властны, что я до сих пор не расстаюсь с иллюзиями, мне всё еще хочется думать, что у природы, когда она творила эту девушку, был какой-то широкий, изумительный замысел.",Chekhov
"— Как невоенный человек, я не могу сказать, чтобы вполне, но все-таки понял общее расположение..      — Eh bien, vous &#234;tes plus avanc&#233; que qui cela soit[103], — сказал князь Андрей..      — A!",Tolstoy
"Я и теперь (он сказал это слово с ударением) готов принять все объяснения, которые вы можете дать мне.",Tolstoy
"И чем больше он жалел своего друга, тем с бо́льшим презрением и даже отвращением думал об этой Наташе, с таким выражением холодного достоинства сейчас прошедшей мимо него по зале.",Tolstoy
Ну слушай.,Gogol
"– Нет, не ждала; он вечером там.",Dostoevsky
"Без твердого представления себе, для чего ему жить, человек не согласится жить и скорей истребит себя, чем останется на земле, хотя бы кругом его всё были хлебы.",Dostoevsky
и не покраснеет!,Gogol
73 г.: побежал.,Tolstoy
"— Не тащи за губу, не тащи — выпустишь!",Chekhov
— Повенчайся — тогда и дерись!,Chekhov
"Только глаза одни выдавали, что она успела уже прожить большую часть бабьего века, что ей уже за тридцать.",Chekhov
"– А я ведь был совершенно уверен, что вы написали серьезно..      – Уверен, представьте себе!",Dostoevsky
"— вдруг обратился к Пьеру один из солдат, очевидно, под этим вопросом подразумевая то, что и думал Пьер, именно: ежели ты есть хочешь, мы дадим, только скажи, честный ли ты человек?.",Tolstoy
БЕДА.,Chekhov
Ты смеешься.,Tolstoy
"– В мой мозг войдет, так интересно на нее взглянуть, какова она есть… А впрочем, вздор, минутный вздор.",Dostoevsky
"Ну, если у вас денег мало, то извольте, я уступлю вам половину... Берите за пятьдесят!",Chekhov
"Черство-мраморное лицо его, без всякой резкой неправильности, не намекало ни на какое сходство; в суровой соразмерности между собою были черты его.",Gogol
"И Пимочке на платье не останется, - прибавила она шутя.. .",Tolstoy
Иван Федорович злобно молчал и не хотел заговаривать.,Dostoevsky
Бесполезное учреждение.,Dostoevsky
"– Да, Алеша, – продолжала она с тяжким чувством.",Dostoevsky
"Что я лакей, которого до конца можно оскорблять?",Chekhov
"Офицер упал не столько от удара саблей, который только слегка разрезал ему руку выше локтя, сколько от толчка лошади и от страха.",Tolstoy
"Полный чувств, вкушаемых не на земле, Андрий поцеловал в благовонные уста, прильнувшие к щеке его, и небезответны были благовонные уста.",Gogol
"не извольте беспокоиться: присох, теперь совсем присох.",Gogol
"Обер-кельнер, уже пожилой человек, с плешивой головой, почтительно сопровождал ее при этом первом осмотре.. Не знаю, за кого они все приняли бабушку, но, кажется, за чрезвычайно важную и, главное, богатейшую особу.",Dostoevsky
«Какой прикажете материи?,Gogol
"– Да вот это ты, как я вижу, начинаешь уже драться!",Gogol
"– Lise, ради Бога, не кричи, не убивай меня.",Dostoevsky
"Ну, а было ли это так?",Dostoevsky
68 г.: перевернулось.,Tolstoy
Дотированный (франц.,Dostoevsky
"Пойду, ведь душе все же придется пропадать!» .",Gogol
"Он чувствовал, что в поле холодно и шинели нет, стал кричать, но голос, казалось, и не думал долетать до концов площади.",Gogol
"Бывали и в других землях товарищи, но таких, как в Русской земле, не было таких товарищей.",Gogol
вороти его!,Dostoevsky
"— сказал Воротов, задыхаясь и прикрывая ладонью воротник своей ночной сорочки.",Chekhov
"— спросил Сисой в соседней комнате.. — А потом чай пили... — ответила Марья Тимофеевна.. — Батюшка, у вас борода зеленая!",Chekhov
– Это ужасно!,Chekhov
говорила старуха.,Tolstoy
"Последним был допрошен уездный врач, вскрывавший покойную старуху.",Chekhov
Он сделался внимательнее.,Dostoevsky
"Если все народы поклоняются единому богу, то почему же вы, мусульмане, смотрите на христиан как на вековечных врагов своих?.",Chekhov
"Равнодушие и удивление на его лице мало-помалу уступили место выражению горькой обиды, негодования и гнева.",Chekhov
– говорила она.,Dostoevsky
Термин выдумали сами эти мальчики.,Dostoevsky
"А он над вами же смеется: в малине, дескать, сижу и на ваш счет лакомствую..      – Почему ты все это знаешь?",Dostoevsky
"Хотелось бы только, чтобы вы мне верили по-прежнему, чтобы ваши удивительные, трогательные глаза глядели на меня, как прежде.",Chekhov
"Я готов ее скушать вместе с ее шляпкой, шубкой и ножками, на которых блестят коньки — так хороша!",Chekhov
"Стоило мне только махнуть рукой, и любой из них, красивейший, прекраснейший лицом и породою, стал бы моим супругом.",Gogol
— приказал он половому.. — Прикажете с пашотом или без пашота?.,Chekhov
– Почему не попросишь?,Dostoevsky
"В четвертом часу приезжает он со службы и, жалуясь на утомление и испарину, переменяет белье.",Chekhov
"Отчего не пришла, когда придет?» – точно я в этом в чем пред ними выхожу виноват.",Dostoevsky
Крестьяне решили деньги собрать и опять приказать все дело Ивану Миронову.,Tolstoy
"Писатель посещает воспитательный дом, колонию малолетних преступников, просиживает целыми днями на судебных заседаниях, где защищают интересы детей.",Dostoevsky
"Он постоял несколько времени перед зеркалом, улыбнулся и пошел к выходной двери.",Tolstoy
— Осрамимся!,Chekhov
"Музыки, впрочем, еще не было слышно.",Dostoevsky
"— Страсть какой гром, Терентий!",Chekhov
"Я живу и в этом не виноват, стало быть надо как-нибудь получше, никому не мешая, дожить до смерти..      – Но чтó же вас побуждает жить с такими мыслями?",Tolstoy
"мой, что наиболее любящих праздность - это из трудящегося вечно народа!.",Dostoevsky
Парубки гуляют .,Gogol
"Там честный, трезвый человек делался пьяницей; там купеческий приказчик обворовал своего хозяина; там извозчик, возивший несколько лет честно, за грош зарезал седока.",Gogol
"Он знал, что это был Наполеон — его герой, но в эту минуту Наполеон казался ему столь маленьким, ничтожным человеком в сравнении с тем, что происходило теперь между его душой и этим высоким, бесконечным небом с бегущими по нем облаками.",Tolstoy
"Так, наивное приятие условными лучшими людьми своей условности за нечто безусловное, самоотождествление с играемой в обществе ролью придает их поведению невольный оттенок обманывающего актерства.",Dostoevsky
"— проговорила она, окидывая взглядом мой кабинет.",Chekhov
"Господа, я думаю, что письмо длинно.",Gogol
"Всем пренебрегал он, все отдал искусству.",Gogol
"— продолжал доктор, тряся бородой.",Chekhov
"Ему хотелось поскорее лечь в постель, не двигаться и приготовить свои мысли к ночи.",Chekhov
"слышу, что не могу!",Gogol
"""Он любит Марьяну, - думал себе Оленин, - а я бы мог любить ее"".",Tolstoy
"– заметил зять.. – А вот же поймал, нарочно поймал!",Gogol
"Я не только представлял ее себе верхом совершенства, я и себя за это время моего жениховства представлял тоже верхом совершенства.",Tolstoy
Амазонки — в греческой мифологии женщины-воительницы..        .,Tolstoy
"– Чтоб ты подавился, негодный бурлак!",Gogol
"Повздыхав и поворочавшись с боку на бок, она приподнялась, перелезла через мужа и, надев туфли, пошла к окну.. На дворе было темно.",Chekhov
– Искательна?.,Dostoevsky
"негодяй, мерзавец (фр.)..",Tolstoy
"Л. Н. Толстого «Война и мир» («Вестник Европы» 1868, № 2).",Tolstoy
И художник вдруг был осажден работами.,Gogol
"Селифан потянул поводья назад, чужой кучер сделал то же, лошади несколько попятились назад и потом опять сшиблись, переступивши постромки.",Gogol
"— Ты меня не понимаешь, — сказал Быковский.",Chekhov
"Сторговав полный обеденный и чайный сервиз с лишком на тысячу пятьсот рублей ассигнациями и выторговав себе в эту сумму затейливой формы сигарочницу и полный серебряный прибор для бритья бороды, приценившись, наконец, еще к кое-каким в своем роде полезным и приятным вещицам, господин Голядкин кончил тем, что обещал завтра же зайти непременно или даже сегодня прислать за сторгованным, взял нумер лавки и, выслушав внимательно купца, хлопотавшего о задаточке, обещал в свое время и задаточек.",Dostoevsky
"Солнце припекало уже по-весеннему; и петухи, то и дело перелетавшие через сосну, поваленную бурей, при блеске солнца казались изумрудными.. Обыкновенно волчихи приучают своих детей к охоте, давая им поиграть добычей; и теперь, глядя, как волчата гонялись по насту за щенком и боролись с ним, волчиха думала:.",Chekhov
"Уважения к себе за это потребую, преследовать буду того, кто не будет мне оказывать уважения.",Dostoevsky
Все сердце на нее изныло.,Dostoevsky
"Да я засею льну, да тысяч на пять одного льну отпущу; репой засею – на репе выручу тысячи четыре.",Gogol
- При мне.,Dostoevsky
"– А ты, батюшка, не более как дурак, извини меня.",Dostoevsky
"Скажите, как кстати.",Gogol
"Вы бы уж лучше молчали, Липутин, вы только так говорите, по привычке.",Dostoevsky
"Явилось  рабство,   явилось  даже.",Dostoevsky
Тощая баба выносила по порядку залежалое платье и развешивала его на протянутой веревке выветривать.,Gogol
Французы удивлялись..    Ольга.,Chekhov
"Хмель покрывал, как будто сетью, вершину всего этого пестрого собрания дерев и кустарников и составлял над ними крышу, напялившуюся на плетень и спадавшую с него вьющимися змеями вместе с дикими полевыми колокольчиками.",Gogol
Все белье долой!,Dostoevsky
"Так вы это непременно в степь с господином Быковым уезжаете, безвозвратно уезжаете!",Dostoevsky
"Особенно подумайте: maman давно об этом думала, но прежде мне ее не случалось встречать, как-то все так случалось: не встречались.",Tolstoy
Красавица приехала!.,Chekhov
"Так-с, но тут-то я и выказываюсь: я прямо иду к испуганному Пселдонимову и с самой ласковой улыбкой, так-таки в самых простых словах говорю: «Так и так, дескать, был у его превосходительства Степана Никифоровича.",Dostoevsky
"Раз, много лет уже тому назад, говорю одному влиятельному даже лицу: «Ваша супруга щекотливая женщина-с», – в смысле то есть чести, так сказать нравственных качеств, а он мне вдруг на то: «А вы ее щекотали?» Не удержался, вдруг, дай, думаю, полюбезничаю: «Да, говорю, щекотал-с» – ну тут он меня и пощекотал… Только давно уж это произошло, так что уж не стыдно и рассказать; вечно-то я так себе наврежу!.",Dostoevsky
— воскликнул он.,Chekhov
"Это стыдно, и пятно армии нашей; а ему самому, мне кажется, и жить на свете не должно.",Tolstoy
"Господа, неужели вы придаете значение предрассудкам?.",Chekhov
Я люблю бояр.,Dostoevsky
"Из более ранней, чем остальные главы, редакции.. .",Gogol
"Передняя с вешалками, шубы, снующие лакеи и декольтированные дамы, закрывающиеся веерами от сквозного ветра; пахнет светильным газом и солдатами.",Chekhov
"""Все один и тот же вопрос, - подумала больная, - а сам ест!"".",Tolstoy
"передавал мне все это, я, в первый раз тогда, вдруг заметил, что  он  и  сам.",Dostoevsky
"Пуки ассигнаций росли в сундуках, и как всякий, кому достается в удел этот страшный дар, он начал становиться скучным, недоступным ко всему, кроме золота, беспричинным скрягой, беспутным собирателем и уже готов был обратиться в одно из тех странных существ, которых много попадается в нашем бесчувственном свете, на которых с ужасом глядит исполненный жизни и сердца человек, которому кажутся они движущимися каменными гробами с мертвецом внутри наместо сердца.",Gogol
В середине песни в сенях и на крыльце послышались крики драки и удары.,Tolstoy
– Душечка!.,Chekhov
"Мало того, что разбойник без рук, без ног останется, но еще и перед судом ответит... Мне все судьи и исправники знакомы.",Chekhov
Послал же бог такую ночь перед рождеством!,Gogol
"* Озлобление его против жены и тревога о том, чтобы не было посрамлено его имя, теперь казались ему не только ничтожны, но забавны.",Tolstoy
Гоголя.).,Gogol
"Кроме того, пистолет был разряжен, а Пьер не успел зарядить его.",Tolstoy
"Она прислушивалась к неумолкаемому стону адъютанта, слышному через три дома..      — Ах, какой ужас!",Tolstoy
"Из коридора ясно стали слышны звуки балалайки, на которой играл очевидно какой-нибудь мастер этого дела.",Tolstoy
"Кто-то подъехал к крыльцу, как слышно, в карете или в коляске.",Chekhov
"Семь бесов изгнал, а?",Dostoevsky
"— Гусев, твой командир крал?.",Chekhov
"Сам голый, а вот отдал же.",Tolstoy
"Он видел, как незнакомка летела по лестнице, оглянулась, положила на губы палец и дала знак следовать за собой.",Gogol
"Но, пройдя шага четыре, остановился, как бы что-то вдруг обдумав, тихо усмехнулся и воротился опять на прежнее место..      – Я, ваше превосходительство, как та крестьянская девка… знаете, как это: «Захоцу – вскоцу, захоцу – не вскоцу».",Dostoevsky
"Ein, zwei, drei!",Chekhov
Петя ехал рядом с Денисовым.,Tolstoy
[24] Он стал читать о страданиях и добродетельной борьбе какой-то Amélie de Mansfeld.,Tolstoy
пропал!,Gogol
"— Четыре их там дурака, и до сих пор еще не кончили!",Chekhov
"– сказала Катерина, – мне ли, слабой женщине, об этом подумать!",Gogol
